Type,ID,Points,Question,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,Explanation
MC,632767,"","
<p>The following code for a method ""minVal"" contains a logic error on a single line in the method body, on one of the four lines indicated by comments:<br><br><code>public static int minVal(int[] y, int first, int last) {</code></p>
<pre lang=""text/x-java"">/* This method returns the value of the minimum element in the
 * subsection of the array ""y"", starting at position
 * ""first"" and ending at position ""last"".
 */
 
  int bestSoFar = first;             // line 1
 
  for (int i=first+1; i&lt;=last; i++)
  {
    if ( y[i] &gt; bestSoFar )          // line 2
</pre>
<p><code>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; bestSoFar = y[i];&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; // line 3</code><br><br><code>&nbsp; } // for</code><br><br><code>&nbsp; return bestSoFar;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; // line 4</code><br><br><code>} // method minVal</code><br><br>Which one of the four lines indicated by the comments contains the logic error?</p>
",B,<p>line 1</p>,<p>line 2</p>,<p>line 3</p>,<p>line4</p>,,"","","","","","
<p>line 2 should be <code>if ( y[i] &lt; bestSoFar )</code></p>
<code>The &gt; sign in this buggy line is looking for the MAXIMUM value in the array.</code>
"
MC,632768,"","
<p>The following code for a method ""minVal"" contains a logic error on a single line in the method body, on one of the four lines indicated by comments:<br><br><code>public static int minVal(int[] y, int first, int last) {</code></p>
<pre lang=""text/x-java"">/* This method returns the value of the minimum element in the
 * subsection of the array ""y"", starting at position
 * ""first"" and ending at position ""last"".
 */
 
  int bestSoFar = y[first];          // line 1
 
  for (int i=first+1; i&lt;=last; i++)
  {
</pre>
<p><code>&nbsp;&nbsp;&nbsp; if ( bestSoFar </code><code><code>&lt; </code></code><code><code>y[i] </code>)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; // line 2</code></p>
<p><code>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; bestSoFar = y[i];&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; // line 3</code><br><br><code>&nbsp; } // for</code><br><br><code>&nbsp; return bestSoFar;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; // line 4</code><br><br><code>} // method minVal</code><br><br>Which one of the four lines indicated by the comments contains the logic error?</p>
",B,<p>line 1</p>,<p>line 2</p>,<p>line 3</p>,<p>line 4</p>,,"","","","","","
<p>line 2 should be if ( bestSoFar &gt;&nbsp; y[i] )</p>
<p>The &lt; sign in this buggy line is looking for the MAXIMUM value in the array.</p>
"
MC,632792,"","
<p>Does this compile?</p>
<code>int x=7.0</code>
",B,<p>yes</p>,<p>no</p>,<p>It depends on the version of the compiler</p>,,,"","","","","","<p>This doesn't compile.&nbsp; Although 7.0 could be converted to an integer without loss of precision, Java will not perform any conversion of a double to an int without an explicit cast by the programmer.</p>"
MC,632793,"","
<p>What does this print?</p>
<pre lang=""text/x-java"">double d = 8 / 10;
System.out.println(d);
</pre>
",B,<p>d</p>,<p>0</p>,<p>0.8</p>,<p>2</p>,<p>None of the above</p>,"","","","","","<p>Integer division!&nbsp; 10 goes into 8 zero times, with a remainder of 8.&nbsp; But since this is integer division, we only care about the quotient, which is zero!</p>"
MC,632796,"","<p>After the assignments <code>x = 27</code> and <code>y = 12</code>, what is returned by <code>x%y</code>?</p>",C,<p>2</p>,<p>2.25</p>,<p>3</p>,<p>3.0</p>,<p>None of the above</p>,"","","","","","<p>The % operation performs ""mod"" (modular division), which means ""do the division but return the remainder rather than the quotient"".</p>"
MC,632800,"","<p>After the assignments <code>x = 27</code> and <code>y = 12</code>, what is returned by <code>not x &lt;= y &lt; x + y</code> ?</p>",B,<p>True</p>,<p>False</p>,<p>1</p>,<p>0</p>,<p>An error</p>,"","","","","","
<p>Python has an incredibly flexible syntax which allows expressions like x &lt;= y &lt; x + y (this statement would not compile in many other languages).&nbsp;</p>
<p>If we break this expression down:</p>
<p>x+y is 39, so the expression is asking:</p>
<p>not 12 &lt;= 27 &lt; 39</p>
<p>12 &lt;= 27 &lt; 39 is True, as 27 is in fact between 12 and 39.&nbsp; And if we apply not to True, we get False.</p>
"
MC,632804,"",<p>Which of the following assertions about the effect of <code>int(my_var)</code> is correct?</p>,D,"<p>It modifies the value of <code>my_var</code>, truncating it to make it an integer.</p>","
<p>It returns <code>True </code>if <code>my_var</code> is an integer; and <code>False</code>, otherwise.</p>
",<p>It produces an error if <code>my_var </code>is not an integer.</p>,"<p>It returns the integer representation of the value associated with <code>my_var</code>, or an error</p>",<p>None of the above</p>,"","","","","","
<p>A is wrong because the int() function does not modify (mutate) its parameter</p>
<p>B is wrong because the int() function does not return a Boolean, it returns an int()</p>
<p>C is wrong because the int() function works with double/float inputs, which are not ints (although it will generate an error if invoked with a String, for example)</p>
<p>D is correct!&nbsp; int() converts ints and doubles to an int, truncating any extra information (i.e. the decimal portion of a double), and will generate an error if called with a non-numeric value</p>
"
MC,632806,"","
<p>The following methods are in Java's String class:</p>
<ul>
<li>int indexOf(int ch) -&nbsp;Returns the index within this string of the first occurrence of the specified character.</li>
<li>int indexOf(int ch, int fromIndex) -&nbsp;Returns the index within this string of the first occurrence of the specified character, starting the search at the specified index.</li>
<li>String substring(int beginIndex, int endIndex) -&nbsp;Returns a new string that is a substring of this string.&nbsp;The substring begins at the specified beginIndex and extends to the character at index endIndex - 1. Thus the length of the substring is endIndex-beginIndex.</li>
</ul>
<p>Given these specifications, what does the following code print?</p>
<pre lang=""text/x-java"">String s = ""ichi,ni,san,go"";
int i1 = s.indexOf(',');
int i2 = s.indexOf(',', i1);
System.out.println(s.substring(i1, i2));
</pre>
",A,"<code>""ni""</code>",<p>The empty string</p>,"<code>"",""</code>","<code>"",ni""</code>","<code>"",ni,""</code>","","","","","","<p>i1 is 4, and so is i2, since the second indexOf call begins searching at the position of the same comma that was found by the first indexOf call. Calling substring with identical parameters yields a 0-length String.</p>"
MC,632757,"","
<p>The following is a skeleton for a method called ""minPos"":</p>
<pre lang=""text/x-java"">public static int minPos(int[] y, int first, int last) {
/* This method returns the position of the minimum element in the
* subsection of the array ""y"", starting at position
* ""first"" and ending at position ""last"".
*/

  int bestSoFar = first;

  xxx missing for loop goes here

  return bestSoFar;

} // method minPos
</pre>
<p>&nbsp;</p>
<p>In this question, the missing ""for"" loop is to run ""backwards"". That is, the code should search the array from the high subscripts to the low subscripts. Given that, the correct code for the missing ""for"" loop is:</p>
",D,"<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[bestSoFar] &lt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( y[bestSoFar] &lt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[bestSoFar] &lt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[i] &lt; y[bestSoFar] ) {
       bestSoFar = i
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( bestSoFar &lt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","","","","","","
<p>a)<br>INCORRECT:<br>if (y[bestSoFar] &lt; y[i])&nbsp; ... This is setting bestSoFar to the index of the LARGEST number so far.<br><br>b)<br>INCORRECT:<br>The loop starts at first+1 ...not running backwards.</p>
<p>This loop is if (y[bestSoFar] &lt; y[i])&nbsp; ... This is setting bestSoFar to the index of the LARGEST number so far.</p>
<p><br>c)<br>INCORRECT:<br>if (y[bestSoFar] &lt; y[i])&nbsp; ... This is setting bestSoFar to the index of the LARGEST number so far.<br><br>d) CORRECT!<br><br>e)<br>INCORRECT:<br>The if statement compares y[i] with the integer bestSoFar, not what is in the array at the position bestSoFar.<br>The loop starts at first+1 ... This loop is not running backwards.</p>
"
MC,632756,"","<pre lang=""text/x-java"">The following is a skeleton for a method called ""minPos"":

public static int minPos(int[] y, int first, int last) {
/* This method returns the position of the minimum element in the
 * subsection of the array ""y"", starting at position
 * ""first"" and ending at position ""last"".
 */

  int bestSoFar = first;

  xxx missing for loop goes here

  return bestSoFar;

} // method minPos

In this question, the missing ""for"" loop is to run ""forwards"". That is, the code should search the array from the high subscripts to the low subscripts. Given that, the correct code for the missing ""for"" loop is:
</pre>",B,"<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[bestSoFar] &lt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( y[bestSoFar] &gt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[bestSoFar] &gt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( bestSoFar &lt; y[i] ) {
       bestSoFar = i
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( bestSoFar &gt; y[i] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","","","","","","<p>a)<br>INCORRECT:<br>The loop starts at last ... This loop is not running forwards.<br>if (y[bestSoFar] &lt; y[i])&nbsp; ... This is setting bestSoFar to the index of the LARGEST number so far.<br><br>b)<br>CORRECT!<br><br>c)<br>INCORRECT:<br>The loop starts at last ... This loop is not running forwards.<br><br>d)<br>INCORRECT:<br>The loop starts at last ... This loop is not running forwards.<br>The if statement compares y[i] with the integer bestSoFar, not what is in the array at the position bestSoFar.<br><br>e)<br>INCORRECT:<br>The if statement compares y[i] with the integer bestSoFar, not what is in the array at the position bestSoFar.<br>The loop starts at first+1 ... This loop is not running forwards.</p>"
MC,632334,"","
<p>Assume this Perl subroutine is called like this:</p>
<p>&amp;compare(6, 4);</p>
<p>sub compare</p>
<p>{</p>
<p>&nbsp; my $ret = 0;</p>
<p>&nbsp; if($_[0] &gt; $_[1])</p>
<p>&nbsp; {</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $ret = 1;</p>
<p>&nbsp;&nbsp; }</p>
<p>&nbsp; elsif($_[0] &lt; $_[1])</p>
<p>&nbsp; {</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; $ret = -1;</p>
<p>&nbsp; }</p>
<p>&nbsp; return $ret;</p>
<p>}</p>
<p>What will the subroutine return?</p>
",C,<p>-1</p>,"
<p>0</p>
","
<p>1</p>
",<p>undef</p>,,"","","","","",<p>6 (the first parameter) is greater than 4 (the second parameter) so it returns 1</p>
MC,632343,"","
<p>In this question, you are given a Perl regular expression that you are required to evaluate.&nbsp;&nbsp; </p>
<p>There are no leading or trailing spaces in any of the text, nor are there any spaces in the regex.</p>
<p>Identify the answer which best matches the regex below:</p>
<p>/write/</p>
",C,"
<p>Write your name at the top.</p>
","
<p>Your writing is hard to read.</p>
","
<p>Did you write your ID on the paper?</p>
",<p>Who sends handwritten letters anymore?</p>,,"","","","","",<p>The expression generates a match for a sentence which contains the full string (case sensitive) given between the / / delimiters</p>
MC,632355,"","
<p>In this question, you are given a Perl regular expression that you are required to evaluate.</p>
<p>There are no leading or trailing spaces in any of the text, nor are there any spaces in the regex.</p>
<p>Identify the answer which best matches the regex below:</p>
<p>/^[A-Z]\d/</p>
",B,"
<p>ABC123</p>
","
<p>X3g5.</p>
","
<p>3Y3</p>
",<p>a5D2</p>,,"","","","","",<p>Must begin with an upper case letter followed by a digit.</p>
MC,632468,"",<p>An example of something that could be built using&nbsp;a ListADT is a structure that models:</p>,D,<p>The undo operation in a word processor</p>,<p>The back button in a web browser</p>,<p>the customers waiting to pay at the university dining hall</p>,"
<p>an ordered to-do list&nbsp;</p>
",<p>the computers at the university and the network that connects them</p>,"","","","","","
<p>In ListADT, items can be added to or removed from the beginning, middle, or end of the structure. This is not well suited for choices A or B, where you need to remove only the most recently added item.</p>
<p>For choice C, you need to ensure that the item removed is always the one that was stored first, so ListADT won't work there either.&nbsp;</p>
<p>Choice E would be best modeled by a nonlinear structure, and ListADT (like StackADT and QueueADT) is linear.</p>
<p>That leaves Choice D. A list of things to do can be linear -- one thing after another -- and it may be desirable to add new items at the beginning, middle, or end, depending on how important they are.&nbsp;</p>
"
MC,632469,"","
<p>Identify the bug in the following code (if any):</p>
<p><br><code>public boolean search(T item,MyList&lt;T&gt; list){ // 1</code></p>
<code>   this.search(item, list.getRest()); // 2</code><p><code>} // 3</code></p>
",A,<p>There is no base case</p>,<p>The problem is not self-similar</p>,"<p>There is a base case, but the problem does not get&nbsp;smaller</p>",<p>There are no bugs</p>,<p>None of the above</p>,"","","","","","
<p>For a recursive solution to a problem, you need three things:</p>
<p>(1) a base case (where the problem can be solved without recursion)</p>
<p>(2) a self-similar problem (one that contains similar problem(s) to itself)</p>
<p>(3) a way of making the problem smaller so you get closer to the base case</p>
<p>Here (2) is satisfied -- lists contain smaller lists. (3) is satisfied by line 2 of the method. But there is no base case.&nbsp;</p>
"
MC,632475,"","
<p>Identify the bug in the following code (if any):&nbsp;</p>
<p><br><code>public boolean search(T item, ListADT list){ // 1</code></p>
<pre lang=""text/x-java"">   if (list == null) // 2
      return false; // 3
   else if (list.first()==item) // 4
      return true; // 5
   else // 6
      return this.search(item, list); // 7
</pre>
<p><code>} // 8</code></p>
",C,<p>There is no base case</p>,<p>The problem is not self-similar</p>,<p>The problem does not get smaller</p>,<p>There are no bugs</p>,<p>None of the above</p>,"","","","","","
<p>For a recursive solution to a problem, you need three things:<br>(1) a base case (where the problem can be solved without recursion)<br>(2) a self-similar problem (one that contains similar problem(s) to itself)<br>(3) a way of making the problem smaller so you get closer to the base case</p>
<p>Here (2) is satisfied -- lists contain smaller lists. (1) is satisfied by lines 2-5 of the method. But the recursive call in line 7 has the same parameter as the method itself (line 1), so the problem never gets smaller.&nbsp;</p>
"
MC,632476,"","
<p>The worst-case time complexity of the following Java method is:</p>
<pre lang=""text/x-java"">public int fibonacci (int n) {
   if (n == 1) 
      return 1;
   else if (n == 2) 
      return 1;
   else if (n &gt; 2) 
</pre>
<p><code>&nbsp; &nbsp; &nbsp; return</code><code>&nbsp;fibonacci(n-1)+fibonacci(n-2);</code></p>
<pre lang=""text/x-java"">   else 
      return -1; // invalid input
</pre>
<p><code>}</code></p>
",E,<p>O(1)</p>,<p>O(log n)</p>,<p>O(n)</p>,<p>O(n<sup>2</sup>)</p>,<p>none of the above</p>,"","","","","","<p>This code is exponential, because it's doubly recursive.&nbsp;</p>"
MC,632565,"",<p>The worst-case time complexity of quicksort is:</p>,C,<p>O(1)</p>,<p>O(n)</p>,<p>O(n log n)</p>,<p>O(n<sup>2</sup>)</p>,<p>none of the above</p>,"","","","","","
<p>In the worst case, every time we partition the list, we divide it into two parts, one of size 0 and one of size n-1 (plus the pivot element). This would happen, for example, if all the elements of the list are equal, or if the list is already sorted and you choose the left-most element as your pivot.&nbsp;</p>
<p>We'd have to partition the list n times, because each time the pivot element is the only one that gets put in place. &nbsp;The first time we compare the pivot element with all n-1 other elements. The second time, we compare the new pivot with n-2 other elements, and so forth down to n - (n-1). So we do work proportional to 1+2+3+...+(n-1), or n(n-1)/2.<span style=""font-size: 12px;""><br></span></p>
"
MC,632743,"","
<p>The following is a skeleton for a method called ""minVal"":<br><br><code>public static int minVal(int[] y, int first, int last) {</code></p>
<pre lang=""text/x-java"">/* This method returns the value of the minimum element in the
* subsection of the array ""y"", starting at position
* ""first"" and ending at position ""last"".
*/
 
  int bestSoFar = y[first];
 
</pre>
<p><code>&nbsp; xxx missing for loop goes here</code><br><br><code>&nbsp; return bestSoFar;</code><br><br><code>} // method minVal</code> <br><br>In this question, the missing ""for"" loop is to run ""forwards"". That is, the code should search the array from the low subscripts to the high subscripts. Given that, the correct code for the missing ""for"" loop is:</p>
",E,"<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[i] &lt; bestSoFar ) {
       bestSoFar = y[i];
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( y[i] &gt; y[bestSoFar] ) {
       bestSoFar = y[i];
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( y[i] &gt; y[bestSoFar] ) {
       bestSoFar = i;
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=last; i&gt;first; i--) {
    if ( bestSoFar &lt; y[i] ) {
       bestSoFar = i
    } // if
} // for
</pre>","<pre lang=""text/x-java"">for (int i=first+1; i&lt;=last; i++) {
    if ( y[i] &lt; bestSoFar ) {
       bestSoFar = y[i];
    } // if
} // for
</pre>","","","","","","<p>a)<br>INCORRECT<br>The loop starts at last ... This loop is not running backwards.<br><br>b)<br>INCORRECT:<br>if&nbsp; ( y[i] &gt; y[bestSoFar] ) ... bestSoFar is storing a value, not a position.&nbsp; In any event, this if condition is searching for the maximum value.<br><br>c)<br>INCORRECT:<br>The loop starts at last ... This loop is not running backwards.<br>if&nbsp; ( y[i] &gt; y[bestSoFar] ) ... bestSoFar is storing a value, not a position.&nbsp; In any event, this if condition is searching for the maximum value.<br>bestSoFar = i; ... bestsoFar is being set to the position, not the value.<br><br>d)<br>INCORRECT:<br>The loop starts at last ... This loop is not running backwards.<br>if ( bestSoFar &lt; y[i] ) ... this if condition is searching for the maximum value.<br>bestSoFar = i; ... bestsoFar is being set to the position, not the value.<br><br>e)<br>CORRECT!</p>"
